jp_philosopher,jp_work,jp_chars,sep_slug,sep_chars,similarity,rank
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,vasubandhu,116641,0.6522,40
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,epictetus,42904,0.652,41
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,wyclif,131895,0.6514,42
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,pseudo-dionysius-areopagite,75315,0.6509,43
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,erfurt,32262,0.6486,44
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,xenocrates,42984,0.6471,45
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,al-ghazali,101966,0.6466,46
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,meister-eckhart,109470,0.6465,47
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,heidegger,197896,0.6465,48
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,buridan,87906,0.6461,49
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,suhrawardi,108375,0.645,50
