jp_philosopher,jp_work,jp_chars,sep_slug,sep_chars,similarity,rank
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,existence,77989,0.735,20
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,pantheism,67688,0.7348,21
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,nothingness,93329,0.7335,22
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,husserl,152478,0.7327,23
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,alienation,71956,0.732,24
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,consciousness-intentionality,197399,0.7307,25
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,antonio-rosmini,57060,0.7301,26
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,idealism,328859,0.7293,27
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,ethics-it-phenomenology,81112,0.7293,28
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,postmodernism,79466,0.7271,29
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,heinrich-rickert,108833,0.7241,30
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,naturalism-india,83306,0.7218,31
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,determinism-causal,30807,0.7218,32
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,possible-worlds,127826,0.7208,33
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,content-externalism,77278,0.7207,34
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,materialism-eliminative,85469,0.7198,35
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,marcel,80460,0.7193,36
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,animalism,86303,0.7189,37
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,johann-herbart,145051,0.7171,38
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,self-consciousness,161516,0.717,39
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,identity-ethics,67074,0.717,40
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,plotinus,95350,0.7159,41
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,consciousness,153246,0.7153,42
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,creation-conservation,37903,0.7153,43
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,possible-objects,96020,0.7151,44
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,god-necessary-being,54971,0.7146,45
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,hermann-lotze,99004,0.7144,46
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,substance,114703,0.7144,47
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,qualia,85298,0.7141,48
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,occasionalism,113307,0.714,49
Nishida Kitarō / 西田幾多郎,"絶対矛盾的自己同一 (Absolute Contradictory Self-Identity, 1939)",50322,leibniz-mind,48400,0.7128,50
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,existentialism,91940,0.844,1
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,marcel,80460,0.8386,2
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,authenticity,81400,0.8199,3
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,ethics-ancient,110595,0.8055,4
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,butler-moral,61048,0.7996,5
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,life-meaning,82866,0.7995,6
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,ancient-soul,80679,0.7944,7
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,altruism,97585,0.7922,8
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,scottish-18th,73561,0.7894,9
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,religion-morality,112928,0.7849,10
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,well-being,56541,0.7841,11
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,other-minds,110484,0.7827,12
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,personhood-india,72984,0.7824,13
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,descartes-ethics,58456,0.78,14
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,antonio-rosmini,57060,0.7791,15
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,moral-sentimentalism,131815,0.7773,16
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,plato-ethics,127101,0.7755,17
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,idealism,328859,0.7739,18
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,spinoza,91786,0.7732,19
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,schiller,83194,0.7728,20
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,moral-character,102377,0.7723,21
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,buddha,50785,0.7713,22
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,hare,83633,0.7713,23
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,freedom-ancient,100201,0.7711,24
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,transcendental-arguments,108624,0.77,25
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,utilitarianism-history,68114,0.77,26
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,conscience-medieval,76410,0.7682,27
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,consciousness-intentionality,197399,0.7682,28
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,aristotle-ethics,133426,0.7677,29
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,hutcheson,74415,0.7677,30
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,pragmatic-belief-god,83508,0.7662,31
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,comparphil-chiwes,132052,0.7656,32
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,hume-religion,133148,0.7645,33
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,kant,148977,0.7631,34
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,self-consciousness,161516,0.7624,35
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,descartes-epistemology,200888,0.7608,36
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,afterlife,81019,0.7602,37
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,phenomenology-religion,84812,0.7601,38
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,enlightenment,121994,0.7601,39
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,providence-divine,117966,0.7596,40
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,theodicies,62740,0.759,41
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,innateness-history,50243,0.7585,42
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,mysticism,115296,0.7581,43
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,leibniz-ethics,65204,0.7576,44
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,hume,129304,0.7566,45
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,epistemology-virtue,104542,0.7563,46
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,neoplatonism,39988,0.7558,47
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,intentionality-ancient,63090,0.7555,48
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,self-knowledge,91103,0.7552,49
Miki Kiyoshi / 三木清,"語られざる哲学 (The Unspoken Philosophy, 1927)",54996,scheler,95052,0.7549,50
